lat,lon,dist_water,elevation,landcover,rainfall,slope,flood_label
34.47226430242239,73.37552604636889,2268.976950167327,1226,30,4.044364,32.19643,0
35.05077934539536,74.00434674525258,1629.2602845178026,3807,100,1.7676156,34.163795,0
34.66450377322397,73.52374806824861,640.5234675638357,1710,30,2.6828046,26.040243,0
34.93848993488042,73.69532628751546,90.43600173689818,2462,30,2.8472195,4.380406,0
34.97981243794992,73.77347971723384,2905.9222450434354,3871,30,2.8906462,41.14409,0
35.15228897250087,73.992668646559,1470.3007654287312,3816,100,1.3118281,3.873601,0
34.58904528935793,73.1554388017596,20199.42953445909,1509,10,3.2857256,17.131973,0
34.89716743181093,73.87588765962346,3409.932227034542,3881,30,2.8257632,45.118366,0
34.94028656544866,73.89295565002175,1285.3232342124102,3346,30,2.583088,31.40341,0
34.71840269027114,73.23628717733038,17906.269864326892,2146,10,3.9983382,19.036442,0
34.81272579510369,73.72407237660727,4800.123628880725,4646,70,3.003145,28.083334,0
34.6842667094746,73.31803386818524,9796.976868489524,2361,10,2.8871381,25.75146,0
34.44351821333056,72.87516443311432,3788.907744262355,1443,10,3.2912567,37.837788,0
34.59802844219912,73.57405372415931,7723.936420828943,2473,30,3.211797,26.554134,0
34.79296285885306,73.74563194342613,7300.327316345566,4192,60,3.6408324,26.342915,0
35.038202931417686,74.01782147451436,2520.9917067588453,3718,30,1.90335,9.572026,0
34.76511508504535,73.64232568575238,6041.11354764234,2546,10,2.603207,6.445771,0
34.97442254624521,73.91810847797709,1259.3566139321647,3479,30,2.9819307,48.983307,0
34.987897275506995,73.94954951292127,1539.6137306003495,3580,30,2.9819307,23.584625,0
34.59174023521029,73.60908802023997,9869.557302219631,3297,30,2.9548712,31.390554,0
34.30427934429204,73.1769983685785,21677.207253958124,1121,40,3.9594798,8.181757,0
34.384229404578676,73.0862685248824,22558.351108175582,846,40,3.5719655,4.314203,0
34.64653746754158,73.29377935551403,8860.102266225189,2359,30,3.1061654,34.82706,0
34.46328114958119,72.75928176146292,3974.9305712047903,1180,10,3.233804,39.06569,0
34.504603652650694,73.33510185858353,1583.4712412529,1436,10,3.6721623,26.050077,0
34.712114483282306,73.58034193114815,452.7906093742449,1830,30,2.4036362,23.232826,0
34.767810030897714,73.58483350756876,1846.419406581289,3088,30,2.6979809,27.009623,0
34.42914516878466,72.73951882521229,4467.847739771494,960,10,3.3191578,29.160288,0
34.30517765957616,73.1545404864755,23555.66124933781,1062,30,3.9594798,6.234802,0
34.476755878842994,73.35306816426592,362.7366468941345,889,60,4.044364,1.4578022,0
35.1028816318743,74.04477093303794,526.8076608435355,4347,100,1.5791723,9.177894,0
34.39411087270399,72.83204529947659,573.8154919048457,736,30,3.3970098,11.646468,0
34.93220172789158,73.73036058359611,767.4038060646428,2956,30,2.9357407,21.138447,0
34.31595744298559,73.28299957210459,12048.805311465272,1260,10,5.0739584,15.369093,0
34.64204589112098,73.35935637125473,4051.5648500764496,2032,10,3.147132,13.284875,0
34.47226430242239,73.25694842886512,9072.735753009963,1005,50,3.8903232,8.390097,0
34.311465866565,72.93984313357092,7180.183013504731,1568,10,3.4103994,16.664797,0
34.71480942913466,73.58842676870523,1296.5742177555585,2458,30,2.4036362,51.497654,0
34.95735455584693,73.58932508398934,2483.007119692836,3518,100,2.5641243,32.064396,0
34.59892675748324,73.53003627523745,6057.9227945691855,2144,30,3.2253275,5.79609,0
34.403992340829305,72.865282964989,3673.9989442278697,715,30,3.2912567,17.271658,0
34.67258861078105,73.6108846508082,2492.167215238764,2580,10,2.2764287,28.754812,0
34.44351821333056,73.39708561318776,3736.4333202977473,1689,30,4.5733724,34.71564,0
34.40129739497695,72.86348633442077,3356.8016534821227,678,30,3.2912567,31.342255,0
34.55940088498198,73.33061028216292,2453.9851473706244,1331,30,3.4526825,34.572105,0
34.67169029549693,73.53632448222629,550.9756438865968,1551,10,2.6828046,42.66247,0
34.608808225608556,73.38091593807363,256.29385295496263,1149,10,3.147132,39.87842,0
34.77679318373891,73.2461686454557,21583.501118181797,3274,30,4.461476,27.736479,0
34.500112076230096,72.98745384362925,14272.370113106928,1159,40,3.4042332,9.034596,0
34.743555518226486,73.28659283324106,16537.346660995452,2981,30,4.0203094,19.099384,0
34.52885816532192,73.04135276067643,20072.75529971572,1340,30,3.3920379,27.475695,0
34.84326851476375,73.77258140194974,5791.905384534387,3410,30,3.1784463,27.545198,0
35.05976249823656,74.04836419417441,960.648598339782,4014,30,1.7676156,8.58474,0
34.833387046638435,73.56237562546576,1317.5952075122975,2890,30,2.7358484,28.22523,0
34.40489065611342,73.29377935551403,6517.510501915445,1027,10,4.612994,10.804841,0
35.15139065721675,73.95224445877363,2869.0041866384963,4459,60,1.3118281,29.6934,0
34.368958044748645,73.22281244806857,14491.403755761552,994,40,4.4191175,2.8642054,0
34.51179017492365,72.93535155715034,9257.649375461591,2008,10,3.3107302,26.810436,0
34.69863975402051,73.33779680443587,9949.420254143186,2841,10,2.8871381,22.793814,0
34.732775734817054,73.43661148568901,6972.12006712942,3387,30,2.8700562,33.77864,0
34.667198719076325,73.4536794760873,550.9903007525971,1626,30,2.8964307,37.89398,0
34.289007984462,73.07099716505238,20595.372117118404,793,30,3.575879,5.614022,0
34.860336505162024,73.97110907974013,909.2952808163274,4338,100,3.372652,30.885723,0
35.01664336459882,73.96482087275129,2127.613548122932,3740,30,3.1709762,31.262852,0
34.45250136617176,73.32522039045821,2409.881698503321,1209,10,4.066564,23.599192,0
34.51718006662837,73.28120294153635,6680.177263039133,1288,30,3.7358296,29.93268,0
34.27912651633669,72.98206395192454,12002.052239063896,700,30,3.583166,5.016489,0
34.392314242135754,73.12938765852016,23068.94665483606,872,40,3.7981884,5.1284637,0
35.026524832724135,74.03129620377615,1843.566287457546,3945,30,1.90335,24.595474,0
34.99238885192759,73.81390390501923,3922.029765372613,4164,60,2.8963506,14.657329,0
34.74535214879472,73.2740164192634,17379.246784986874,2871,30,4.0203094,40.407215,0
34.92052362919803,74.00794000638905,404.48557945169694,4151,100,3.3478663,19.742323,0
34.54143457929959,73.0898617860189,25122.377211712632,1774,30,3.4397721,25.604618,0
34.33122880281563,73.29467767079814,10269.307442264546,1328,10,5.0739584,11.645763,0
34.80374264226249,73.68813976524248,1601.2641219005493,4221,60,2.2059636,35.49299,0
34.465077780149436,72.85360486629546,731.1693097842061,793,10,3.3274448,29.467031,0
34.43363674520525,73.15184554062313,19960.52010806269,888,60,3.9177861,3.5731297,0
34.628571161859185,72.89223242351258,8922.437842141293,2863,10,3.0956154,28.952227,0
34.6150964325974,73.46176431364438,4077.458674012681,2349,10,2.9155707,31.443624,0
34.87111628857146,73.81659885087157,2913.4373013146183,4139,70,3.2877977,35.718456,0
34.468671041285916,72.90930041391087,6257.504743134564,1772,10,3.25909,12.732038,0
35.08311869562367,73.89834554172646,1906.0939754283008,3760,30,3.3137481,41.906837,0
34.52256995833308,73.41774686472252,6692.872323704243,2455,10,3.6074317,43.111454,0
34.52256995833308,73.3845091992101,3564.667560433406,1510,30,3.8516319,37.73857,0
34.91154047635683,73.69173302637896,2185.8371894425254,3588,30,2.8472195,39.96067,0
35.00227032005291,73.84534493996341,808.575014879572,4242,60,3.384518,38.7209,0
34.898065747095046,73.88846407360114,4635.46959637384,3103,60,2.8257632,15.004167,0
34.379737828158085,73.07548874147298,21395.96578550572,935,30,3.5719655,12.085662,0
34.767810030897714,73.46715420534909,5033.886664707997,2969,10,3.105254,15.718391,0
34.93489667374395,73.75731004211968,527.3393092405615,2637,30,3.056648,8.307846,0
34.72019932083938,72.87516443311432,4209.533282334055,1641,30,2.5578837,29.977795,0
34.88459101783325,73.8866674430329,4251.862429183148,3516,30,2.8257632,40.813965,0
35.05616923710008,73.89026070416938,2572.037093350388,3931,100,3.3137481,43.356316,0
34.92411689033451,73.77707297837031,1151.1614036043934,2666,40,3.056648,5.7273893,0
35.04359282312241,74.01692315923023,2372.3412430830463,3710,30,1.90335,3.2384622,0
34.806437588114854,73.62795264120649,1924.2125596226044,3880,30,2.6459973,20.15152,0
34.68336839419048,73.34857658784532,8065.625848145054,3300,100,2.8871381,30.098732,0
34.917828683345675,74.01422821337789,202.24604904785843,4223,100,3.3478663,5.145936,0
34.51179017492365,73.1087264069854,24070.10011450848,1789,10,3.6249073,30.864576,0
35.07952543448719,73.93697309894361,127.78759308051976,3493,30,3.2445297,34.60561,0
34.94747308772162,74.03129620377615,1534.6672837703288,3993,30,3.3478663,24.867748,0
34.23960064383543,72.96499596152628,12225.698601668051,662,30,3.4479773,5.3461905,0
34.42016201594346,73.36294963239123,181.42865117932723,841,60,4.5733724,5.5573525,0
34.70043638458875,73.63154590234296,1218.4193605984967,2819,10,2.2946873,37.210747,0
34.7992510658419,73.57046046302284,1631.7142538600317,3822,30,2.6979809,39.99486,0
34.41477212423874,72.84731665930661,2451.043768813732,748,40,3.3516495,7.8744445,0
35.13791592795496,73.96482087275129,2694.734068367183,4218,100,2.7258465,7.501803,0
34.430941799352894,73.21832087164799,13400.63969966925,916,40,4.3091173,1.2161827,0
34.359974891907456,72.91648693618382,5481.71031357131,1310,30,3.3163195,32.355556,0
34.38602603514691,73.26593158170633,9806.24789889039,994,10,5.008253,3.8424864,0
34.465976095433554,73.09704830829185,25213.263522539703,1214,30,3.3999252,10.8058405,0
34.353686684918614,73.04135276067643,17548.512960254237,1038,30,3.4403787,7.038292,0
34.42106033122758,73.3845091992101,1796.042528902086,1102,10,4.5733724,12.916436,0
34.97801580738168,73.94415962121656,1175.3896532274148,3503,30,2.9819307,20.715502,0
34.724690897259975,73.316237237617,13348.265656449765,2771,30,3.1097958,15.750407,0
34.39500918798811,73.32252544460584,4379.4335515477205,1249,10,5.172009,14.854476,0
34.737267311237645,73.40157718960836,9294.393056728812,3165,30,2.8700562,18.738354,0
35.14779739608027,73.97739728672897,2230.7964218595225,4191,100,2.7258465,6.480847,0
34.36626309889628,73.11052303755363,24639.69197425036,822,10,3.7981884,6.4252744,0
34.88189607198089,73.53003627523745,4006.149261238317,4208,70,3.4257364,21.63937,0
34.5279598500378,72.81228236322596,1603.8828895035283,798,10,3.294709,25.056852,0
34.379737828158085,72.88863916237611,3721.27592392087,931,30,3.3471167,35.60639,0
34.770504976750075,73.43840811625725,7652.050839212874,3396,30,3.2055266,36.23839,0
34.81092916453545,73.61807117308118,1031.914892191484,4219,60,2.6459973,22.971985,0
34.828895470217844,73.6099863355241,931.7054491336372,3922,30,2.6459973,18.349712,0
34.63126610771155,72.89313073879671,9146.716647928915,2844,10,3.0956154,40.58834,0
34.71480942913466,73.45008621495083,5329.781347385416,3071,10,2.8570738,36.080627,0
34.7210976361235,73.34139006557237,11664.1637023406,3108,30,3.1097958,27.765146,0
34.44531484389881,73.14016744192958,20994.081068020696,865,10,3.7800436,1.7884022,0
34.37704288230572,73.0449460218129,18331.84892014591,1075,10,3.4403787,20.526306,0
34.84596346061611,73.87409102905522,2775.7241797714646,4305,100,3.46353,32.76319,0
34.45250136617176,72.96679259209452,12172.685387737092,1149,10,3.3479996,25.706362,0
34.85135335232083,73.77527634780208,4989.714922303616,3791,30,3.334992,39.417747,0
34.39321255741987,72.83563856061306,811.50193507163,762,40,3.3970098,2.95645,0
34.58096045180085,73.46176431364438,6343.993260422118,2178,10,3.2833695,32.189518,0
34.469569356570034,72.9066054680585,5985.407692881079,1740,30,3.25909,19.607512,0
34.65821556623513,73.41774686472252,2237.3356303103587,1893,30,2.986856,35.829117,0
34.24319390497192,73.07548874147298,22113.267563699173,1027,30,3.4726923,16.67999,0
34.991490536643475,73.9504478282054,1649.7780745641217,3622,30,2.9999497,6.7368946,0
34.65372398981454,73.19765962011323,17633.563051981386,2432,30,3.631927,38.32446,0
34.78847128243246,73.4024755048925,11027.113886950712,4126,100,3.2055266,53.77874,0
34.84596346061611,73.68185155825364,2436.4107116333485,4209,60,2.2059636,31.345242,0
35.02921977857649,73.89115901945351,772.2652416855395,4146,60,3.4747841,38.296413,0
34.63755431470038,73.42044181057489,689.9749797320552,1345,30,3.0135612,29.168066,0
34.38243277401044,73.11052303755363,24912.50220984373,878,40,3.7981884,8.307598,0
34.63665599941626,73.55698573376105,3467.69152699129,2394,10,2.8034701,34.903893,0
34.79745443527366,73.53452785165805,1937.0453977764369,2803,30,2.8926983,20.550846,0
34.82979378550196,73.57405372415931,1902.5431132701208,3238,30,2.7358484,18.580368,0
34.52526490418544,72.97847069078807,13811.332754908082,1372,10,3.4042332,13.714128,0
35.12803445982964,74.03488946491262,1914.1235434143543,3893,30,1.5791723,19.404608,0
34.501010391514214,73.11501461397424,23530.534638860736,1677,30,3.6249073,23.17311,0
34.4956204998095,73.39798392847189,4081.3415193605465,1864,30,4.044364,27.496685,0
34.57287561424378,73.23449054676215,12075.949284308355,1572,10,3.487533,27.828264,0
35.02562651744002,74.00075348411607,728.7374804617143,4174,100,1.90335,34.3655,0
34.30427934429204,73.24886359130804,15634.81904835501,1258,30,4.4585247,13.353477,0
34.35189005435038,73.2057444576703,16765.552413635975,1008,40,4.4191175,3.3980675,0
34.91513373749331,73.61807117308118,2946.183105662281,3729,30,2.7036698,35.135258,0
35.0202366257353,73.8821758666123,728.7610637158664,3858,100,3.4747841,20.935043,0
34.71391111385054,73.41595023415428,6538.327054595202,2346,10,2.8700562,18.81027,0
34.7166060597029,73.26054169000159,16008.650746354297,2564,30,4.0203094,11.991922,0
34.789369597716586,73.53542616694216,1580.803517437315,2698,30,2.8926983,22.737463,0
34.75523361692004,72.82575709248775,0.0,485,80,2.6457145,9.603825,0
34.764216769761234,72.8607913885684,326.41088286563763,545,50,2.7975218,7.274156,0
34.724690897259975,73.32342375988998,12933.95512561437,2702,30,3.1097958,42.968426,0
34.62587621600683,73.12579439738366,23721.924870270985,1621,10,3.2501595,11.979864,0
34.81272579510369,73.69622460279956,1999.2977067741813,3895,30,2.2059636,28.336332,0
34.47765419412711,73.1141162986901,23501.24975878112,1119,30,3.622155,19.355595,0
34.895370801242684,73.72946226831198,3683.3724569000624,4042,60,3.16592,42.888428,0
34.732775734817054,72.8194688854989,809.8771125917808,810,60,2.4992847,34.909046,0
34.387822665715156,73.3108473459123,5753.410122110463,1121,40,5.172009,4.5805373,0
34.4911289233889,72.76916322958823,1091.8895784659271,1020,20,3.233804,47.18497,0
34.372551305885125,73.08357357903006,22051.231825334577,800,10,3.5719655,2.429824,0
34.41656875480698,73.04314939124467,19308.07354316433,1627,10,3.4233341,12.06184,0
34.57646887538026,73.0898617860189,26086.89822747924,1788,30,3.3735416,16.28955,0
34.392314242135754,73.10153988471245,24249.816857676666,921,40,3.7981884,10.2667675,0
34.492925553957136,73.2003545659656,14966.956943266776,1418,10,3.7185156,24.845972,0
34.72379258197586,73.29198272494577,14566.468321837445,2751,30,4.0203094,42.220352,0
34.32404228054267,73.06650558863177,19968.602065301988,821,30,3.5558853,9.557235,0
34.54412952515195,73.316237237617,3384.468343011019,1563,10,3.6721623,30.457144,0
34.63665599941626,72.89762231521732,9658.426183533911,2908,30,3.0956154,22.759974,0
34.76152182390888,73.52374806824861,256.06186691403315,2210,10,2.8926983,30.609655,0
34.26205852593842,72.92636840430913,7709.305847696038,833,30,3.4591265,25.43994,0
34.29619450673496,73.07728537204122,21147.11473617711,850,30,3.575879,8.867141,0
34.728284158396455,73.21113434937502,20490.99782812412,2825,30,3.9983382,28.332375,0
34.442619898046445,73.05213254408588,20846.750185247885,1526,10,3.5320966,22.178688,0
34.975320861529326,73.64232568575238,372.7949224429147,4091,60,2.4897583,12.616586,0
35.08761027204426,73.89834554172646,1853.9311897816797,3771,100,3.3137481,21.727312,0
34.813624110387806,73.75281846569911,7693.327233383608,3655,60,3.1784463,3.416602,0
34.969032654540484,73.85612472337283,2803.0031701681423,4205,100,3.063663,29.449282,0
34.75882687805652,73.40067887432426,10891.46135759138,3434,30,3.2055266,26.54956,0
34.686961655326954,72.84102845231777,3929.1809835093977,1180,10,2.637675,39.309,0
34.60790991032444,73.3566614254024,1499.9292574464137,1951,30,3.147132,18.22839,0
34.40668728668167,72.86348633442077,3875.624193678355,731,10,3.2912567,32.035404,0
34.92142194448215,73.85073483166812,1781.564601055593,3841,30,2.583088,35.84334,0
34.573773929527896,73.30455913892345,5169.221451726768,2027,30,3.4526825,36.620567,0
34.84326851476375,73.89026070416938,4299.821683938983,3669,30,3.46353,30.672144,0
35.03191472442885,73.92439668496593,1355.7801875644104,3708,100,3.4415598,25.018993,0
34.794759489421295,73.62615601063825,2840.744263172945,3865,30,2.603207,32.29942,0
34.427348538216414,73.02608140084641,18107.596894156053,1478,10,3.4233341,12.780749,0
34.76601340032947,73.41684854943838,9505.127017003771,3108,60,3.2055266,15.71888,0
34.827997154933726,73.83097189541749,1943.02548105256,4329,100,3.2415674,40.05076,0
34.86931965800322,73.93697309894361,3347.5161845698417,3833,100,2.6950495,40.60416,0
34.7579285627724,73.53542616694216,1032.2404618565142,2515,10,2.8926983,42.65991,0
34.411178863102265,72.98296226720868,13471.7115636108,1615,10,3.4185216,12.528544,0
34.678876817769876,73.4087637118813,4496.985574561309,2613,10,2.986856,31.192421,0
34.96274444755165,73.65490209973007,1483.045246321473,3977,100,2.9400105,34.538227,0
34.40129739497695,73.13477755022487,22312.47767210455,840,40,3.7800436,5.066405,0
34.86482808158262,73.84803988581578,1976.0220916378,4816,60,3.2877977,26.26601,0
34.387822665715156,73.3566614254024,2268.2885743751003,1212,10,4.9280086,23.575563,0
34.89267585539032,73.53273122108982,3406.4221847248973,3731,30,3.4257364,29.711899,0
34.76511508504535,73.68274987353777,5019.293398547561,4079,30,2.523785,24.466576,0
34.58006213651673,73.01799656328933,19577.742217676605,1583,30,3.320019,22.760668,0
34.81811568680841,73.76449656439266,8357.515639007204,3936,60,3.1784463,42.72623,0
34.46687441071767,73.18777815198791,16053.054332352483,1080,30,3.4165397,36.609055,0
34.766911715613595,73.21562592579562,22794.528987408637,3384,30,4.461476,43.699287,0
34.33751700980446,72.96409764624215,9631.074384704489,1979,30,3.5368183,40.77979,0
34.95196466414222,74.03399114962852,2050.1605305858066,3721,100,3.1446314,32.308903,0
34.52077332776484,73.34228838085647,573.3883664236658,1180,30,3.6721623,36.802906,0
34.97801580738168,73.88846407360114,1727.3682918880709,4400,60,3.063663,20.383148,0
34.8270988396496,73.64232568575238,1917.5801319631992,3734,30,2.6459973,20.192057,0
34.43723000634173,72.9021138916379,6379.099900076519,909,10,3.2919252,34.710358,0
34.48753566225243,72.970385853231,12439.14794704354,1208,30,3.3479996,6.922303,0
34.775894868454785,73.3342035432994,16712.616879295165,3886,30,3.5005007,33.240055,0
34.91243879164095,73.78605613121152,809.0102942793744,3016,30,3.056648,40.19931,0
34.7166060597029,73.60190149796702,1833.6133001194664,2805,30,2.2946873,24.423235,0
34.7076229068617,73.26772821227456,14856.345067007562,2790,10,4.0203094,27.41033,0
34.74175888765825,73.23988043846686,19276.13071981366,2401,10,3.9983382,16.074306,0
34.29978776787144,72.92816503487737,6186.926292058066,1392,20,3.4591265,19.72843,0
34.49472218452538,73.06830221920004,22347.37316391232,1376,10,3.3999252,24.981314,0
34.87470954970794,73.54261268921513,3061.3269488880605,4068,100,3.4257364,23.69416,0
34.72738584311233,72.8185705702148,859.0318689973761,907,10,2.4992847,39.72719,0
34.84416683004787,73.72946226831198,4419.064469560589,4659,70,3.003145,14.795817,0
34.32044901940619,73.10423483056479,23785.37452652759,899,30,3.759485,14.30186,0
34.27822820105257,73.1554388017596,24971.305653783656,1227,10,3.9248128,9.121725,0
34.36266983775981,73.03057297726701,16606.31949549699,1400,30,3.4403787,35.733475,0
34.4956204998095,73.00003025760694,15482.717424650058,1132,40,3.3390787,11.386795,0
34.41207717838638,73.3431866961406,1672.7689140594853,1114,10,4.6655087,26.129885,0
34.840573568911395,73.74203868228966,5628.527873776491,4396,70,3.003145,29.778307,0
34.51807838191249,73.15633711704373,19237.67709203637,1890,10,3.4223008,21.092375,0
34.3438052167933,73.01440330215286,14742.580495954142,1247,30,3.597538,14.835632,0
34.49202723867302,73.3800176227895,2283.163576699828,1402,30,4.044364,23.31434,0
34.558502569697865,73.14106575721371,21011.59272682508,1409,30,3.5215454,10.96669,0
34.604316649187965,73.13567586550897,22415.68756543618,1677,10,3.2501595,17.966068,0
34.64563915225746,73.35845805597063,4416.8549575258085,2181,10,3.147132,36.01753,0
34.92321857505039,73.74293699757379,1356.6640128094884,3030,30,2.9357407,37.49405,0
34.67797850248576,73.60010486739878,1831.7956061138825,2665,10,2.2764287,33.009342,0
34.713012798566425,73.3108473459123,12648.280226940687,2331,30,3.1097958,31.730843,0
34.8270988396496,73.44379800796199,6961.152297752147,4276,60,3.8888361,24.84685,0
34.36356815304393,73.22281244806857,14705.07921789908,1003,60,4.4191175,3.6416805,0
34.57467224481202,73.31264397648053,4358.816889677103,1916,10,3.4526825,31.259483,0
34.91872699862979,73.55069752677221,1829.1712432169163,3964,100,2.7622583,40.020927,0
35.01664336459882,74.07351702212978,3031.894784838043,3842,30,1.897972,20.103735,0
34.92771015147099,73.81120895916686,974.0883779045666,3302,30,3.055488,30.8637,0
35.041796192554166,73.87409102905522,1917.2488720311424,4389,60,3.4747841,38.070766,0
34.98160906851816,73.76449656439266,2956.0924479852047,3801,30,2.8906462,29.716698,0
34.41207717838638,72.90031726106966,6426.312181029403,1081,30,3.2919252,25.49296,0
34.751640355783564,73.28030462625222,17562.518234254323,2890,10,4.530324,26.137608,0
34.49472218452538,72.84462171345427,181.349143143137,467,40,3.2957804,5.9932737,0
34.423755277079934,73.1590320628961,19409.277320032747,855,60,3.9177861,2.431091,0
34.49472218452538,73.30006756250285,5221.469832800315,1403,10,4.066564,8.744301,0
34.73636899595353,73.6558004150142,4370.617569572191,2519,30,2.2113712,23.307238,0
34.47136598713827,73.09165841658714,24666.874052056133,1229,30,3.3999252,28.926903,0
35.06784733579363,73.86061629979343,2259.1455704527084,4163,30,3.3137481,21.241907,0
35.00945684232586,73.86061629979343,890.3124956124956,4466,70,3.4747841,41.33891,0
34.90165900823152,73.91900679326122,2388.105095523567,4244,60,2.5399,40.705544,0
34.48663734696831,72.78084132828178,860.255486441746,809,10,3.233804,41.65986,0
34.55311267799315,73.0620140122112,22686.39112413661,1847,10,3.3735416,12.753986,0
34.90704889993624,73.55518910319279,1085.436188244155,3064,30,2.7622583,22.251669,0
34.44351821333056,72.93175829601387,8896.185932219774,1150,10,3.2919252,24.125713,0
34.54951941685667,73.35576311011826,128.19180423051623,1010,50,3.8516319,7.267817,0
34.63755431470038,73.34408501142471,4443.005859151339,1946,30,3.070753,28.240961,0
35.00945684232586,74.07261870684565,2753.7885494351235,3885,30,1.897972,8.443881,0
34.8684213427191,73.51566323069153,3682.854269756764,4188,60,3.4257364,22.40755,0
34.73816562652177,73.42134012585899,8393.785975583738,2788,10,2.8700562,14.531079,1
34.6016217033356,72.78623121998649,90.61741347555667,463,80,2.9963486,6.069672,1
34.50190870679833,72.81228236322596,326.91799281079267,469,40,3.294709,1.6876891,1
34.51538343606013,72.76556996845173,90.66354245057656,460,40,3.2075412,8.40303,1
34.40848391724991,72.81228236322596,181.4410953829093,460,80,3.3516495,11.491744,1
34.33661869452034,72.86707959555724,90.75875904699228,453,40,3.4377415,7.705741,1
34.504603652650694,72.81318067851007,202.74271719349133,470,40,3.294709,2.5066042,1
34.341110270940945,72.86168970385253,90.75637029983076,450,20,3.4377415,8.142493,1
34.34739847792977,72.86348633442077,202.92995443317383,456,40,3.4377415,5.405464,1
34.37075467531689,72.85450318157959,202.90218548601197,449,40,3.3471167,10.464173,1
34.50190870679833,72.7961126881118,90.67073738085236,458,40,3.2075412,9.394388,1
34.35548331548685,72.84552002873838,90.74873557142546,454,40,3.3970098,9.202162,1
34.508196913787174,72.82396046191951,272.00213083666733,469,40,3.294709,0.56274897,1
34.35638163077097,72.85899475800016,90.74825669813168,453,40,3.3471167,1.5000232,1
34.474060932990625,72.84282508288601,90.68559935120624,449,80,3.2957804,8.489325,1
34.423755277079934,72.78084132828178,286.85784262418207,462,30,3.2673042,9.796084,1
34.47765419412711,72.84013013703367,256.49218738101945,459,80,3.2957804,3.4315615,1
34.35009342378214,72.8643846497049,272.2547939918827,460,40,3.3471167,5.042261,1
34.49651881509362,72.8329436147607,128.23185330924997,460,60,3.2957804,9.60345,1
34.43453506048937,72.8194688854989,90.70667117314194,446,40,3.3516495,8.63621,1
34.527061534753685,72.7736548060088,286.68355540124725,471,40,3.2075412,0.5628765,1
34.44172158276233,72.82036720078304,181.40568744529483,460,40,3.3516495,2.4315326,1
34.4821457705477,72.84102845231777,90.6812863998135,455,30,3.2957804,12.222845,1
34.531553111174276,72.77634975186118,90.654903471558,454,80,3.2075412,7.550657,1
34.353686684918614,72.86348633442077,90.74969331043218,452,40,3.3471167,0.7283826,1
34.507298598503056,72.82485877720364,326.90760473144394,467,40,3.294709,1.2171308,1
34.501010391514214,72.83024866890835,128.22846432247405,467,40,3.294709,6.70927,1
34.47136598713827,72.8374351911813,362.7481478243549,460,80,3.2957804,5.2357335,1
34.503705337366576,72.82306214663538,690.5204629593718,469,40,3.294709,0.7291608,1
34.34739847792977,72.86168970385253,90.75303455670227,456,80,3.4377415,9.772339,1
34.44800978975117,72.82485877720364,128.26844866090414,461,40,3.3516495,6.2504516,1
34.468671041285916,72.84013013703367,90.68847453818208,455,40,3.2957804,7.3997993,1
34.36266983775981,72.85809644271606,384.9980696988947,465,40,3.3471167,1.6848773,1
